,tweet_id,timestamp,text,expanded_urls,rating_of_10,name,age,jpg_url,num_of_img,prediction1,prediction2,prediction3,retweet_count,favorite_count,language
10,666063827256086533,2015-11-16 01:22:45+00:00,This is the happiest dog you will ever see. Very committed owner. Nice couch. 10/10 https://t.co/RhUEAloehK,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,232,496,en
11,666071193221509120,2015-11-16 01:52:02+00:00,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,67,154,en
12,666073100786774016,2015-11-16 01:59:36+00:00,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,174,335,en
13,666082916733198337,2015-11-16 02:38:37+00:00,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,47,121,en
14,666094000022159362,2015-11-16 03:22:39+00:00,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,79,169,en
15,666099513787052032,2015-11-16 03:44:34+00:00,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,73,164,en
16,666102155909144576,2015-11-16 03:55:04+00:00,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,16,81,en
17,666104133288665088,2015-11-16 04:02:55+00:00,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,6871,14765,en
18,666268910803644416,2015-11-16 14:57:41+00:00,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,37,108,en
19,666273097616637952,2015-11-16 15:14:19+00:00,Can take selfies 11/10 https://t.co/ws2AMaNwPW,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,82,184,en
20,666287406224695296,2015-11-16 16:11:11+00:00,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,71,152,en
21,666293911632134144,2015-11-16 16:37:02+00:00,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,368,522,en
22,666337882303524864,2015-11-16 19:31:45+00:00,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,96,204,en
23,666345417576210432,2015-11-16 20:01:42+00:00,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,146,307,en
24,666353288456101888,2015-11-16 20:32:58+00:00,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,77,229,en
25,666362758909284353,2015-11-16 21:10:36+00:00,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,595,804,en
26,666373753744588802,2015-11-16 21:54:18+00:00,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,100,194,en
27,666396247373291520,2015-11-16 23:23:41+00:00,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,92,172,en
28,666407126856765440,2015-11-17 00:06:54+00:00,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,44,113,en
29,666411507551481857,2015-11-17 00:24:19+00:00,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,339,459,en
30,666418789513326592,2015-11-17 00:53:15+00:00,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,48,129,en
31,666421158376562688,2015-11-17 01:02:40+00:00,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,118,327,en
32,666428276349472768,2015-11-17 01:30:57+00:00,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,90,171,en
33,666430724426358785,2015-11-17 01:40:41+00:00,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,204,330,en
34,666435652385423360,2015-11-17 02:00:15+00:00,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,54,170,en
35,666437273139982337,2015-11-17 02:06:42+00:00,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,52,131,en
36,666447344410484738,2015-11-17 02:46:43+00:00,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,23,107,en
37,666454714377183233,2015-11-17 03:16:00+00:00,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,223,545,en
38,666644823164719104,2015-11-17 15:51:26+00:00,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,88,238,en
39,666649482315059201,2015-11-17 16:09:56+00:00,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,608,923,en
40,666691418707132416,2015-11-17 18:56:35+00:00,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,51,196,en
41,666701168228331520,2015-11-17 19:35:19+00:00,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,234,449,en
42,666739327293083650,2015-11-17 22:06:57+00:00,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,71,244,en
43,666776908487630848,2015-11-18 00:36:17+00:00,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,186,368,en
44,666781792255496192,2015-11-18 00:55:42+00:00,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,211,404,en
45,666786068205871104,2015-11-18 01:12:41+00:00,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,521,800,en
46,666804364988780544,2015-11-18 02:25:23+00:00,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,95,250,en
47,666817836334096384,2015-11-18 03:18:55+00:00,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,267,540,en
48,666826780179869698,2015-11-18 03:54:28+00:00,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,105,266,en
49,666835007768551424,2015-11-18 04:27:09+00:00,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,83,222,en
50,666837028449972224,2015-11-18 04:35:11+00:00,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,584,857,en
51,666983947667116034,2015-11-18 14:18:59+00:00,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,1040,2679,en
52,666996132027977728,2015-11-18 15:07:24+00:00,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,102,258,en
53,667012601033924608,2015-11-18 16:12:51+00:00,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,237,471,en
54,667044094246576128,2015-11-18 18:17:59+00:00,12/10 gimme now https://t.co/QZAnwgnOMB,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,54,198,en
55,667062181243039745,2015-11-18 19:29:52+00:00,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,57,227,en
56,667065535570550784,2015-11-18 19:43:11+00:00,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,51,175,en
57,667073648344346624,2015-11-18 20:15:26+00:00,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,134,425,en
58,667090893657276420,2015-11-18 21:23:57+00:00,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,132,349,en
59,667119796878725120,2015-11-18 23:18:48+00:00,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,135,346,en
60,667138269671505920,2015-11-19 00:32:12+00:00,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,2387,4851,en
61,667152164079423490,2015-11-19 01:27:25+00:00,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,18285,49720,en
62,667160273090932737,2015-11-19 01:59:39+00:00,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,66,268,en
63,667165590075940865,2015-11-19 02:20:46+00:00,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,1241,2819,en
64,667171260800061440,2015-11-19 02:43:18+00:00,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,97,235,en
65,667174963120574464,2015-11-19 02:58:01+00:00,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,88,262,en
66,667176164155375616,2015-11-19 03:02:47+00:00,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,484,640,en
67,667177989038297088,2015-11-19 03:10:02+00:00,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,58,200,en
68,667182792070062081,2015-11-19 03:29:07+00:00,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,6618,15075,en
69,667188689915760640,2015-11-19 03:52:34+00:00,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,449,784,en
70,667192066997374976,2015-11-19 04:05:59+00:00,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,115,414,et
71,667200525029539841,2015-11-19 04:39:35+00:00,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,282,658,en
72,667211855547486208,2015-11-19 05:24:37+00:00,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,258,516,en
73,667369227918143488,2015-11-19 15:49:57+00:00,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,173,385,en
74,667393430834667520,2015-11-19 17:26:08+00:00,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,60,211,en
75,667405339315146752,2015-11-19 18:13:27+00:00,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,234,489,en
76,667435689202614272,2015-11-19 20:14:03+00:00,Ermergerd 12/10 https://t.co/PQni2sjPsm,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,89,326,nl
77,667437278097252352,2015-11-19 20:20:22+00:00,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,257,483,en
78,667443425659232256,2015-11-19 20:44:47+00:00,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,620,833,en
79,667453023279554560,2015-11-19 21:22:56+00:00,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,96,327,en
80,667455448082227200,2015-11-19 21:32:34+00:00,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,66,203,en
81,667470559035432960,2015-11-19 22:32:36+00:00,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,102,273,en
82,667491009379606528,2015-11-19 23:53:52+00:00,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,242,559,en
83,667495797102141441,2015-11-20 00:12:54+00:00,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,294,565,en
84,667502640335572993,2015-11-20 00:40:05+00:00,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,231,563,en
85,667509364010450944,2015-11-20 01:06:48+00:00,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,2272,7148,en
86,667517642048163840,2015-11-20 01:39:42+00:00,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,203,389,en
87,667524857454854144,2015-11-20 02:08:22+00:00,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,1198,1798,en
88,667530908589760512,2015-11-20 02:32:25+00:00,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,264,501,en
89,667534815156183040,2015-11-20 02:47:56+00:00,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,576,866,en
90,667538891197542400,2015-11-20 03:04:08+00:00,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,72,220,en
91,667544320556335104,2015-11-20 03:25:43+00:00,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,568,917,en
92,667546741521195010,2015-11-20 03:35:20+00:00,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,138,355,en
93,667549055577362432,2015-11-20 03:44:31+00:00,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,2454,6138,en
94,667724302356258817,2015-11-20 15:20:54+00:00,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,341,517,en
95,667728196545200128,2015-11-20 15:36:22+00:00,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,162,398,en
96,667766675769573376,2015-11-20 18:09:16+00:00,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,243,476,en
97,667773195014021121,2015-11-20 18:35:10+00:00,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,61,243,en
98,667782464991965184,2015-11-20 19:12:01+00:00,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,261,434,en
99,667793409583771648,2015-11-20 19:55:30+00:00,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,358,736,en
100,667801013445750784,2015-11-20 20:25:43+00:00,OMIGOD 12/10 https://t.co/SVMF4Frf1w,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,101,346,en
101,667806454573760512,2015-11-20 20:47:20+00:00,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,535,1111,en
102,667832474953625600,2015-11-20 22:30:44+00:00,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,68,303,en
103,667861340749471744,2015-11-21 00:25:26+00:00,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,86,253,en
104,667866724293877760,2015-11-21 00:46:50+00:00,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,1110,3172,en
105,667873844930215936,2015-11-21 01:15:07+00:00,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,440,667,en
106,667878741721415682,2015-11-21 01:34:35+00:00,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,127,409,en
107,667885044254572545,2015-11-21 01:59:37+00:00,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,530,868,en
108,667886921285246976,2015-11-21 02:07:05+00:00,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,1180,2011,en
109,667902449697558528,2015-11-21 03:08:47+00:00,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,396,905,en
110,667911425562669056,2015-11-21 03:44:27+00:00,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,329,523,en
111,667915453470232577,2015-11-21 04:00:28+00:00,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,unknown,9,unknown,__,no url given,1,not provided,not provided,not provided,59,222,en
